
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000473                       # Number of seconds simulated (Second)
simTicks                                    473273000                       # Number of ticks simulated (Tick)
finalTick                                   473273000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      4.68                       # Real time elapsed on the host (Second)
hostTickRate                                101197817                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8537760                       # Number of bytes of host memory used (Byte)
simInsts                                      1000003                       # Number of instructions simulated (Count)
simOps                                        1111651                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   213823                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     237695                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           946547                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         1163849                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      504                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        1156119                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    362                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                52683                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             29482                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  18                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              851073                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.358425                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.490207                       # Number of insts issued each cycle (Count)
system.cpu.cpi                               0.946544                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.946544                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.056475                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.056475                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                    1201891                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                    707721                       # Number of integer regfile writes (Count)
system.cpu.vecRegfileReads                      16979                       # number of vector regfile reads (Count)
system.cpu.ccRegfileReads                      401484                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                     395635                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                    161627                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                     2390                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads         185285                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores        135959                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads         5780                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores         3509                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                  234647                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted            182262                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect              4455                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups               111677                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                  110116                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.986022                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                   11922                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  1                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups            3155                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits               2798                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              357                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          103                       # Number of mispredicted indirect branches. (Count)
system.cpu.commit.commitSquashedInsts           52191                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls             486                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts              4008                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples       836082                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     1.331816                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     1.549550                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0          382694     45.77%     45.77% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1          164608     19.69%     65.46% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2           74482      8.91%     74.37% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3           57257      6.85%     81.22% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4          157041     18.78%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            4                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total       836082                       # Number of insts commited each cycle (Count)
system.cpu.commit.instsCommitted              1001859                       # Number of instructions committed (Count)
system.cpu.commit.opsCommitted                1113507                       # Number of ops (including micro ops) committed (Count)
system.cpu.commit.memRefs                      307448                       # Number of memory references committed (Count)
system.cpu.commit.loads                        176939                       # Number of loads committed (Count)
system.cpu.commit.amos                              0                       # Number of atomic instructions committed (Count)
system.cpu.commit.membars                         475                       # Number of memory barriers committed (Count)
system.cpu.commit.branches                     216044                       # Number of branches committed (Count)
system.cpu.commit.vectorInstructions            10338                       # Number of committed Vector instructions. (Count)
system.cpu.commit.floating                          0                       # Number of committed floating point instructions. (Count)
system.cpu.commit.integer                      980767                       # Number of committed integer instructions. (Count)
system.cpu.commit.functionCalls                 11110                       # Number of function calls committed. (Count)
system.cpu.commit.committedInstType_0::No_OpClass          184      0.02%      0.02% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntAlu       796960     71.57%     71.59% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntMult         3693      0.33%     71.92% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IntDiv          912      0.08%     72.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatAdd          438      0.04%     72.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCmp            6      0.00%     72.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     72.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMult           15      0.00%     72.04% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMultAcc           21      0.00%     72.05% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatDiv            9      0.00%     72.05% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMisc         1629      0.15%     72.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     72.19% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAdd          429      0.04%     72.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     72.23% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu          645      0.06%     72.29% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp          594      0.05%     72.34% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     72.34% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc          524      0.05%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     72.39% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     72.39% # Class of committed instruction (Count)
